,Time-steps,AgeIndependent
0,1.0,0.135335283760527
1,2.0,0.135335283760527
2,3.0,0.135335283760527
3,4.0,0.135335283760527
4,5.0,0.135335283760527
5,6.0,0.135335283760527
6,7.0,0.135335283760527
7,8.0,0.135335283760527
8,9.0,0.135335283760527
9,10.0,0.135335283760527
10,11.0,0.135335283760527
11,12.0,0.135335283760527
12,13.0,0.135335283760527
13,14.0,0.135335283760527
14,15.0,0.135335283760527
15,16.0,0.135335283760527
16,17.0,0.135335283760527
17,18.0,0.135335283760527
18,19.0,0.135335283760527
19,20.0,0.135335283760527
20,21.0,0.135335283760527
21,22.0,0.135335283760527
22,23.0,0.135335283760527
23,24.0,0.135335283760527
24,25.0,0.270670567521054
25,26.0,0.270670567521054
26,27.0,0.270670567521054
27,28.0,0.270670567521054
28,29.0,0.270670567521054
29,30.0,0.270670567521054
30,31.0,0.270670567521054
31,32.0,0.270670567521054
32,33.0,0.270670567521054
33,34.0,0.270670567521054
34,35.0,0.270670567521054
35,36.0,0.270670567521054
36,37.0,0.270670567521054
37,38.0,0.270670567521054
38,39.0,0.270670567521054
39,40.0,0.270670567521054
40,41.0,0.270670567521054
41,42.0,0.270670567521054
42,43.0,0.270670567521054
43,44.0,0.270670567521054
44,45.0,0.270670567521054
45,46.0,0.270670567521054
46,47.0,0.270670567521054
47,48.0,0.270670567521054
48,49.0,0.270670567521054
49,50.0,0.270670567521054
50,51.0,0.270670567521054
51,52.0,0.270670567521054
52,53.0,0.270670567521054
53,54.0,0.270670567521054
54,55.0,0.270670567521054
55,56.0,0.270670567521054
56,57.0,0.270670567521054
57,58.0,0.270670567521054
58,59.0,0.270670567521054
59,60.0,0.270670567521054
60,61.0,0.270670567521054
61,62.0,0.270670567521054
62,63.0,0.270670567521054
63,64.0,0.270670567521054
64,65.0,0.270670567521054
65,66.0,0.270670567521054
66,67.0,0.270670567521054
67,68.0,0.270670567521054
68,69.0,0.270670567521054
69,70.0,0.270670567521054
70,71.0,0.270670567521054
71,72.0,0.270670567521054
72,73.0,0.180447045014036
73,74.0,0.180447045014036
74,75.0,0.180447045014036
75,76.0,0.180447045014036
76,77.0,0.180447045014036
77,78.0,0.180447045014036
78,79.0,0.180447045014036
79,80.0,0.180447045014036
80,81.0,0.180447045014036
81,82.0,0.180447045014036
82,83.0,0.180447045014036
83,84.0,0.180447045014036
84,85.0,0.180447045014036
85,86.0,0.180447045014036
86,87.0,0.180447045014036
87,88.0,0.180447045014036
88,89.0,0.180447045014036
89,90.0,0.180447045014036
90,91.0,0.180447045014036
91,92.0,0.180447045014036
92,93.0,0.180447045014036
93,94.0,0.180447045014036
94,95.0,0.180447045014036
95,96.0,0.180447045014036
96,97.0,0.090223522507018
97,98.0,0.090223522507018
98,99.0,0.090223522507018
99,100.0,0.090223522507018
100,101.0,0.090223522507018
101,102.0,0.090223522507018
102,103.0,0.090223522507018
103,104.0,0.090223522507018
104,105.0,0.090223522507018
105,106.0,0.090223522507018
106,107.0,0.090223522507018
107,108.0,0.090223522507018
108,109.0,0.090223522507018
109,110.0,0.090223522507018
110,111.0,0.090223522507018
111,112.0,0.090223522507018
112,113.0,0.090223522507018
113,114.0,0.090223522507018
114,115.0,0.090223522507018
115,116.0,0.090223522507018
116,117.0,0.090223522507018
117,118.0,0.090223522507018
118,119.0,0.090223522507018
119,120.0,0.090223522507018
120,121.0,0.036089409002807
121,122.0,0.036089409002807
122,123.0,0.036089409002807
123,124.0,0.036089409002807
124,125.0,0.036089409002807
125,126.0,0.036089409002807
126,127.0,0.036089409002807
127,128.0,0.036089409002807
128,129.0,0.036089409002807
129,130.0,0.036089409002807
130,131.0,0.036089409002807
131,132.0,0.036089409002807
132,133.0,0.036089409002807
133,134.0,0.036089409002807
134,135.0,0.036089409002807
135,136.0,0.036089409002807
136,137.0,0.036089409002807
137,138.0,0.036089409002807
138,139.0,0.036089409002807
139,140.0,0.036089409002807
140,141.0,0.036089409002807
141,142.0,0.036089409002807
142,143.0,0.036089409002807
143,144.0,0.036089409002807
144,145.0,0.012029803000936
145,146.0,0.012029803000936
146,147.0,0.012029803000936
147,148.0,0.012029803000936
148,149.0,0.012029803000936
149,150.0,0.012029803000936
150,151.0,0.012029803000936
151,152.0,0.012029803000936
152,153.0,0.012029803000936
153,154.0,0.012029803000936
154,155.0,0.012029803000936
155,156.0,0.012029803000936
156,157.0,0.012029803000936
157,158.0,0.012029803000936
158,159.0,0.012029803000936
159,160.0,0.012029803000936
160,161.0,0.012029803000936
161,162.0,0.012029803000936
162,163.0,0.012029803000936
163,164.0,0.012029803000936
164,165.0,0.012029803000936
165,166.0,0.012029803000936
166,167.0,0.012029803000936
167,168.0,0.012029803000936
168,169.0,0.003437086571696
169,170.0,0.003437086571696
170,171.0,0.003437086571696
171,172.0,0.003437086571696
172,173.0,0.003437086571696
173,174.0,0.003437086571696
174,175.0,0.003437086571696
175,176.0,0.003437086571696
176,177.0,0.003437086571696
177,178.0,0.003437086571696
178,179.0,0.003437086571696
179,180.0,0.003437086571696
180,181.0,0.003437086571696
181,182.0,0.003437086571696
182,183.0,0.003437086571696
183,184.0,0.003437086571696
184,185.0,0.003437086571696
185,186.0,0.003437086571696
186,187.0,0.003437086571696
187,188.0,0.003437086571696
188,189.0,0.003437086571696
189,190.0,0.003437086571696
190,191.0,0.003437086571696
191,192.0,0.003437086571696
192,193.0,0.000859271642924
193,194.0,0.000859271642924
194,195.0,0.000859271642924
195,196.0,0.000859271642924
196,197.0,0.000859271642924
197,198.0,0.000859271642924
198,199.0,0.000859271642924
199,200.0,0.000859271642924
200,201.0,0.000859271642924
201,202.0,0.000859271642924
202,203.0,0.000859271642924
203,204.0,0.000859271642924
204,205.0,0.000859271642924
205,206.0,0.000859271642924
206,207.0,0.000859271642924
207,208.0,0.000859271642924
208,209.0,0.000859271642924
209,210.0,0.000859271642924
210,211.0,0.000859271642924
211,212.0,0.000859271642924
212,213.0,0.000859271642924
213,214.0,0.000859271642924
214,215.0,0.000859271642924
215,216.0,0.000859271642924
216,217.0,0.000190949253983
217,218.0,0.000190949253983
218,219.0,0.000190949253983
219,220.0,0.000190949253983
220,221.0,0.000190949253983
221,222.0,0.000190949253983
222,223.0,0.000190949253983
223,224.0,0.000190949253983
224,225.0,0.000190949253983
225,226.0,0.000190949253983
226,227.0,0.000190949253983
227,228.0,0.000190949253983
228,229.0,0.000190949253983
229,230.0,0.000190949253983
230,231.0,0.000190949253983
231,232.0,0.000190949253983
232,233.0,0.000190949253983
233,234.0,0.000190949253983
234,235.0,0.000190949253983
235,236.0,0.000190949253983
236,237.0,0.000190949253983
237,238.0,0.000190949253983
238,239.0,0.000190949253983
239,240.0,0.000190949253983
240,241.0,3.8189850796621295e-05
241,242.0,3.8189850796621295e-05
242,243.0,3.8189850796621295e-05
243,244.0,3.8189850796621295e-05
244,245.0,3.8189850796621295e-05
245,246.0,3.8189850796621295e-05
246,247.0,3.8189850796621295e-05
247,248.0,3.8189850796621295e-05
248,249.0,3.8189850796621295e-05
249,250.0,3.8189850796621295e-05
250,251.0,3.8189850796621295e-05
251,252.0,3.8189850796621295e-05
252,253.0,3.8189850796621295e-05
253,254.0,3.8189850796621295e-05
254,255.0,3.8189850796621295e-05
255,256.0,3.8189850796621295e-05
256,257.0,3.8189850796621295e-05
257,258.0,3.8189850796621295e-05
258,259.0,3.8189850796621295e-05
259,260.0,3.8189850796621295e-05
260,261.0,3.8189850796621295e-05
261,262.0,3.8189850796621295e-05
262,263.0,3.8189850796621295e-05
263,264.0,3.8189850796621295e-05
264,265.0,6.94360923574933e-06
265,266.0,6.94360923574933e-06
266,267.0,6.94360923574933e-06
267,268.0,6.94360923574933e-06
268,269.0,6.94360923574933e-06
269,270.0,6.94360923574933e-06
270,271.0,6.94360923574933e-06
271,272.0,6.94360923574933e-06
272,273.0,6.94360923574933e-06
273,274.0,6.94360923574933e-06
274,275.0,6.94360923574933e-06
275,276.0,6.94360923574933e-06
276,277.0,6.94360923574933e-06
277,278.0,6.94360923574933e-06
278,279.0,6.94360923574933e-06
279,280.0,6.94360923574933e-06
280,281.0,6.94360923574933e-06
281,282.0,6.94360923574933e-06
282,283.0,6.94360923574933e-06
283,284.0,6.94360923574933e-06
284,285.0,6.94360923574933e-06
285,286.0,6.94360923574933e-06
286,287.0,6.94360923574933e-06
287,288.0,6.94360923574933e-06
288,289.0,1.1572682059582199e-06
289,290.0,1.1572682059582199e-06
290,291.0,1.1572682059582199e-06
291,292.0,1.1572682059582199e-06
292,293.0,1.1572682059582199e-06
293,294.0,1.1572682059582199e-06
294,295.0,1.1572682059582199e-06
295,296.0,1.1572682059582199e-06
296,297.0,1.1572682059582199e-06
297,298.0,1.1572682059582199e-06
298,299.0,1.1572682059582199e-06
299,300.0,1.1572682059582199e-06
300,301.0,1.1572682059582199e-06
301,302.0,1.1572682059582199e-06
302,303.0,1.1572682059582199e-06
303,304.0,1.1572682059582199e-06
304,305.0,1.1572682059582199e-06
305,306.0,1.1572682059582199e-06
306,307.0,1.1572682059582199e-06
307,308.0,1.1572682059582199e-06
308,309.0,1.1572682059582199e-06
309,310.0,1.1572682059582199e-06
310,311.0,1.1572682059582199e-06
311,312.0,1.1572682059582199e-06
312,313.0,1.7804126245511104e-07
313,314.0,1.7804126245511104e-07
314,315.0,1.7804126245511104e-07
315,316.0,1.7804126245511104e-07
316,317.0,1.7804126245511104e-07
317,318.0,1.7804126245511104e-07
318,319.0,1.7804126245511104e-07
319,320.0,1.7804126245511104e-07
320,321.0,1.7804126245511104e-07
321,322.0,1.7804126245511104e-07
322,323.0,1.7804126245511104e-07
323,324.0,1.7804126245511104e-07
324,325.0,1.7804126245511104e-07
325,326.0,1.7804126245511104e-07
326,327.0,1.7804126245511104e-07
327,328.0,1.7804126245511104e-07
328,329.0,1.7804126245511104e-07
329,330.0,1.7804126245511104e-07
330,331.0,1.7804126245511104e-07
331,332.0,1.7804126245511104e-07
332,333.0,1.7804126245511104e-07
333,334.0,1.7804126245511104e-07
334,335.0,1.7804126245511104e-07
335,336.0,1.7804126245511104e-07
336,337.0,2.5434466065015897e-08
337,338.0,2.5434466065015897e-08
338,339.0,2.5434466065015897e-08
339,340.0,2.5434466065015897e-08
340,341.0,2.5434466065015897e-08
341,342.0,2.5434466065015897e-08
342,343.0,2.5434466065015897e-08
343,344.0,2.5434466065015897e-08
344,345.0,2.5434466065015897e-08
345,346.0,2.5434466065015897e-08
346,347.0,2.5434466065015897e-08
347,348.0,2.5434466065015897e-08
348,349.0,2.5434466065015897e-08
349,350.0,2.5434466065015897e-08
350,351.0,2.5434466065015897e-08
351,352.0,2.5434466065015897e-08
352,353.0,2.5434466065015897e-08
353,354.0,2.5434466065015897e-08
354,355.0,2.5434466065015897e-08
355,356.0,2.5434466065015897e-08
356,357.0,2.5434466065015897e-08
357,358.0,2.5434466065015897e-08
358,359.0,2.5434466065015897e-08
359,360.0,2.5434466065015897e-08
